time,open,high,low,close,tick_volume,spread,real_volume
1737726300,1.04829,1.04851,1.04826,1.0485,39,4,0
1737726360,1.0485,1.04879,1.0485,1.04856,44,5,0
1737726420,1.04855,1.04874,1.04855,1.04862,36,4,0
1737726480,1.0486,1.04871,1.04859,1.0487,31,5,0
1737726540,1.0487,1.04884,1.0487,1.0488,16,5,0
1737726600,1.04879,1.04897,1.04871,1.04896,30,5,0
1737726660,1.04896,1.04896,1.04868,1.04875,30,4,0
1737726720,1.04874,1.04886,1.04866,1.04885,24,4,0
1737726780,1.04886,1.0489,1.04881,1.04886,24,4,0
1737726840,1.04885,1.04886,1.04879,1.04884,24,4,0
1737726900,1.04885,1.04885,1.0487,1.04874,18,4,0
1737726960,1.04871,1.04872,1.04855,1.04856,16,4,0
1737727020,1.04856,1.04856,1.04829,1.04835,31,4,0
1737727080,1.04838,1.04849,1.04834,1.04849,22,4,0
1737727140,1.04849,1.0486,1.04843,1.04859,40,4,0
1737727200,1.04859,1.04859,1.04842,1.04846,39,4,0
1737727260,1.04846,1.04858,1.04844,1.04855,29,4,0
1737727320,1.04856,1.04856,1.0483,1.04834,27,4,0
1737727380,1.04831,1.04844,1.04831,1.04839,25,6,0
1737727440,1.04837,1.04842,1.04819,1.04825,29,6,0
1737727500,1.04825,1.04841,1.04825,1.0483,39,6,0
1737727560,1.0483,1.04834,1.04825,1.04833,31,6,0
1737727620,1.04835,1.04835,1.04817,1.04817,33,6,0
1737727680,1.0482,1.04823,1.04805,1.04806,35,5,0
1737727740,1.04807,1.04808,1.04787,1.04794,43,6,0
1737727800,1.04797,1.04816,1.04796,1.04797,34,6,0
1737727860,1.04797,1.04797,1.0479,1.04797,27,5,0
1737727920,1.04797,1.04801,1.0478,1.04781,27,4,0
1737727980,1.04781,1.04795,1.0478,1.04795,19,4,0
1737728040,1.04793,1.04797,1.04789,1.04795,22,4,0
1737728100,1.04795,1.04824,1.04795,1.04824,26,4,0
1737728160,1.04824,1.04827,1.04812,1.04824,31,4,0
1737728220,1.04825,1.04833,1.04825,1.04826,14,4,0
1737728280,1.04827,1.04829,1.04819,1.04829,21,4,0
1737728340,1.04829,1.04841,1.04828,1.0484,24,4,0
1737728400,1.0484,1.0484,1.04819,1.04831,35,4,0
1737728460,1.0483,1.04844,1.04828,1.04833,34,4,0
1737728520,1.04834,1.04834,1.04819,1.04821,23,4,0
1737728580,1.04822,1.04828,1.04814,1.04817,24,4,0
1737728640,1.0482,1.04832,1.0482,1.04831,24,4,0
1737728700,1.04831,1.04839,1.04813,1.04836,30,4,0
1737728760,1.04831,1.0484,1.04831,1.0484,15,4,0
1737728820,1.0484,1.04842,1.04837,1.04841,19,4,0
1737728880,1.0484,1.0486,1.0484,1.0486,19,4,0
1737728940,1.0486,1.04871,1.0486,1.04868,25,4,0
1737729000,1.04867,1.04875,1.04862,1.04866,36,4,0
1737729060,1.04865,1.04874,1.0486,1.04872,26,4,0
1737729120,1.04872,1.04873,1.0485,1.0485,20,4,0
1737729180,1.04851,1.04852,1.04843,1.0485,10,4,0
1737729240,1.0485,1.04864,1.04845,1.04859,27,4,0
1737729300,1.0486,1.04866,1.04854,1.04862,21,4,0
1737729360,1.04865,1.04866,1.04843,1.04845,33,4,0
1737729420,1.04845,1.04845,1.04834,1.04835,20,4,0
1737729480,1.04836,1.0484,1.04829,1.04829,10,4,0
1737729540,1.04829,1.04829,1.04819,1.0482,11,4,0
1737729600,1.0482,1.0482,1.04814,1.04819,26,4,0
1737729660,1.04819,1.04822,1.04818,1.04821,13,4,0
1737729720,1.04825,1.04832,1.04825,1.0483,19,4,0
1737729780,1.04829,1.04836,1.04819,1.04824,31,4,0
